@relation teste
@attribute PC0 NUMERIC
@attribute PC1 NUMERIC
@attribute PC2 NUMERIC
@attribute PC3 NUMERIC
@attribute PC4 NUMERIC
@attribute PC5 NUMERIC
@attribute PC6 NUMERIC
@attribute PC7 NUMERIC
@attribute PC8 NUMERIC
@attribute PC9 NUMERIC
@attribute PC10 NUMERIC
@attribute PC11 NUMERIC
@attribute PC12 NUMERIC
@attribute PC13 NUMERIC
@attribute PC14 NUMERIC
@attribute PC15 NUMERIC
@attribute PC16 NUMERIC
@attribute PC17 NUMERIC
@attribute PC18 NUMERIC
@attribute PC19 NUMERIC
@attribute PC20 NUMERIC
@attribute PC21 NUMERIC
@attribute PC22 NUMERIC
@attribute PC23 NUMERIC
@attribute PC24 NUMERIC
@attribute PC25 NUMERIC
@attribute PC26 NUMERIC
@attribute PC27 NUMERIC
@attribute PC28 NUMERIC
@attribute PC29 NUMERIC
@attribute PC30 NUMERIC
@attribute PC31 NUMERIC
@attribute PC32 NUMERIC
@attribute PC33 NUMERIC
@attribute PC34 NUMERIC
@attribute PC35 NUMERIC
@attribute att37 string
@data
-3.1681039172424157,2.966694580380964,2.921104853526898,-0.4331952346780159,2.215112174509305,1.183554455538579,-0.0526607272702561,1.1565674981340643,0.9066573455214898,0.11896041600043086,0.5396186463382708,-0.2573010892769293,0.5715247585657086,0.06704035750223394,0.5067708646108007,-0.32970840683789754,0.14711198283492288,0.11089502362609052,0.31673584404222227,0.1939592375094818,-0.12100885594000609,-0.008819292421199705,0.03496217773755048,-0.04711407732160712,0.1635524347717037,0.07852918379982694,-9.698657353717601E-4,0.0628317761675977,-0.009148792135448926,0.0016175167832263007,0.0202105441556825,-0.0018069872916063486,0.006481685381541924,0.004745120855355764,-2.4963719400482743E-4,-5.239242004812319E-4,0.0
-7.61005393946416,-8.001527604910079,2.9751284531236806,-0.1718222168647067,-0.46910012417344277,1.263121855727045,-1.1567152965419991,-1.510249561130347,2.1353046797934554,1.2404157363905708,0.16661875456683695,-2.5369551725430908,-0.48425690510943203,-0.7318392136774456,0.30607920956808693,-0.20563534011167484,0.32008277745713826,0.4685368181380665,0.35404990060307373,0.42678779787142884,0.08388377057198147,-0.4939335856468492,-0.3419740711155487,-0.24809253716371363,-0.22474663202381268,-0.02200853394900087,0.025446379225247527,-0.10463887610579899,-0.01640762397210424,0.0017421333151710749,0.0013772933527632523,0.07687512567749492,-4.6082637636489016E-4,-0.0023259193495806206,-0.003999079353693359,-0.0012650354976667432,1.8036387
-6.084389302899333,2.523876084515654,0.38400011713558957,-1.4131151498385734,2.399426459689246,-0.6966772950398454,-1.7266479699401447,0.9377247845184931,0.737930224542165,1.9250035405102703,-0.674185009549236,-0.6109106214453126,-0.42531101555361267,0.6343277376500057,0.15176574711966823,-1.0347879492396266,0.4212077241749123,-0.14184585119604592,0.07244157807975421,0.04151860891295409,-0.06915454701134613,0.27882253620309577,0.1873308230715417,0.012167889763545308,0.042428652124779226,0.018920447957017455,-0.006994793222647803,-0.007747540036628867,0.0216177733094131,0.022372218567188164,-0.11042594182920071,-0.0158926382505397,0.0031680524245335947,-0.0030446664000225976,6.43871255376137E-4,0.005373542704839541,0.0
2.815936418838304,-3.337481826923429,-6.009942590460276,0.06504621327119374,-0.6037812925097067,-2.1257637188182774,-0.4971019306816,0.09422018847408083,2.065016211418105,-0.45276534491997583,0.6214605070479758,0.7676815246544266,0.7682269548034,-0.18921928622540843,0.23194265236888253,-0.24089706972713304,0.29589207791410355,0.6286872873610121,-0.12957439223789996,-0.011317421126620502,-0.18940104457822815,0.04872582669967797,0.2492470462782787,-0.15139636656012395,0.03166144717159436,0.0139012993183908,-0.07924624562372747,-0.010243004575524855,0.030838267617372617,-0.04355747645115657,-0.025749687716612738,0.004646520000479179,-0.001953120293015378,4.6546406113871146E-4,7.981025485677888E-4,-4.4751926967123837E-4,0.66373396
-6.915630082273788,0.6193214249942519,1.0588193561187527,-1.1371192179036218,1.7248547981347264,1.9195544413864525,-0.9866427290472872,-3.228712069332876,0.6854760187921355,-0.39347214788603757,-0.10743591879759562,-1.3972541054450704,-0.3907417223180352,-0.45291129277551356,-1.083836138887039,-0.027716118458074465,-0.531092587548176,0.04593317878595325,-0.36337678384094757,-0.17224771640026207,0.19856631652608028,-0.0901883985800011,0.23225919745474458,0.12260365662749642,0.10233173704726341,9.070151676600584E-4,-0.03677623234929153,0.03232258087267469,-0.002765642392865158,-0.010913704448886553,0.02408926593743875,-0.007988144718658963,-0.0011457340829634192,-0.00325647112161011,0.0019102490215777562,-7.042932640295432E-5,0.0
-9.342995058180781,-7.113692897014682,7.661596278238515,2.263558733153633,-2.1946588411624837,2.819156666384378,1.3091544347804536,-1.5617357860223762,-0.19776128683502445,1.1906847524734374,-1.4851110209290899,1.3973507235385159,0.5918552830995876,0.33085733817843116,1.289407751065459,-0.4151765319045687,-0.5360937311312289,-0.41614961746287954,-0.7189528977591005,-0.18697237051001278,0.01813418312990533,-0.16486750577386838,0.30468325540952895,-0.057679842090512676,0.16332022146340372,-0.08269930949726764,0.017895653430106833,-0.07803376794880446,0.09856471376540513,0.09347032586577442,-0.07917888467780688,0.1198851513446132,0.005383407136661421,-0.002390350102862506,-0.0025096169769093365,0.015725403341888114,0.0
-3.377655791268329,2.504343820509437,7.137482588384539,1.2148522159171475,-1.0687867128553585,-1.0658065831851447,0.9284361495224198,-1.168144107822867,-1.1214843998219937,-0.1307621295837115,-0.3422003680205743,0.2410734776021887,0.24207529144171244,0.06457076977294876,0.20512293462901882,0.5253797015263945,0.020356970027489138,-0.12455530461541521,-0.19974786713978024,-0.17174910111859332,0.30299082190005305,0.1097261921846478,-0.14918490367581014,0.21048908326659038,-0.06199842003221179,-0.03013825109649268,-0.041031636351148947,-0.01884325517290454,0.0029999504876294185,0.0021951084083876695,0.007198128531783989,0.04505160484902728,7.122466874262635E-4,-0.0024612866761016023,-0.004085610077510997,-0.004636168818219691,0.1390617
-5.72022617542017,-2.113300757745759,5.148811436818667,3.1253857839780985,-1.564174960981284,0.19613660436668373,-0.48099978460730214,0.156760795459166,-1.3323588198168612,-0.28506846385451395,0.5800397288704335,1.0953457730652296,-0.31820933827490333,0.6299197922888042,-0.9944088406132109,-0.9467104568026441,-0.10495376851428681,0.35197509171356245,0.47007428630995224,0.04222767239903149,-0.3806216536990432,0.7896484389146605,-0.011990523236053964,0.08348146526452631,-0.06594774910192469,0.09121359500716884,-0.06553070084962037,0.019605080745050844,-0.00573698068831167,0.0038821315652306145,0.012731537573146882,0.03912198007472776,4.831481910900639E-4,0.003959433113411312,-0.006637368323857844,-0.0011412849758988006,0.10806563
2.472637408229411,6.042890200788879,-0.2207255479724378,0.7069752692723492,1.2051898881336363,-1.3706798583047852,1.479836830048484,1.3461768473014537,2.19756081657954,-1.5386122912399363,-0.370883437570834,0.40358719947370825,-0.5697778064085649,-0.20242598415368332,0.2684919562876223,0.5423568874936133,-0.24583913587601774,-0.0575453773939586,-0.4886736382102817,0.2767653305107658,-0.5999771859143687,-0.30712477775787267,0.14927455282399307,0.11671206388422452,-0.11527485091580694,-0.1076064663863868,-0.020503275669120642,0.016518498693381723,0.058836230769956546,0.0241431038270186,0.007606862970510968,0.02682476910779587,3.837170525716119E-4,2.606149261333154E-4,-9.72553755351397E-4,2.7421193802550634E-4,0.3070774
2.3617623007478463,-1.9883088692379054,5.820497551715136,0.8745213799584771,1.9668861853432147,-0.3728620925903149,0.5458717383357613,0.028064975830407103,-0.04955234043139401,0.6649244494960502,0.6581827065420961,-0.2758418974464275,-0.25885498281543606,0.6409861757987865,-0.017493417386477014,0.7732317926410316,-0.23073734372670732,0.22440389736469307,0.5668566337784037,0.011204408285830986,0.19171531948150622,0.13723664032086275,-0.38056013485351853,-0.10383875259176671,-0.30368071395400753,0.06092222236942014,0.020351742950613465,-0.013190857768441765,0.06634298685370614,0.0016323609198707829,0.04731444883957413,0.03538760230342372,0.006101000606301109,0.003782092228503731,-0.00138675780254947,0.006074000689623316,1.3711952
