@relation null
@attribute PC0 NUMERIC
@attribute PC1 NUMERIC
@attribute PC2 NUMERIC
@attribute PC3 NUMERIC
@attribute class string
@data
2.6842071251039505,0.3266073147643879,0.021511837001963352,0.0010061572415432929,Iris-setosa
2.7153906156341328,-0.16955684755602668,0.2035214250054901,0.09960242401681996,Iris-setosa
2.889819539617919,-0.13734560960502767,-0.024709240998957105,0.019304542832510374,Iris-setosa
2.7464371973087367,-0.3111243157519917,-0.037671975285300974,-0.07595527410853553,Iris-setosa
2.7285929818313166,0.33392456356845496,-0.09622969977460794,-0.06312873271710828,Iris-setosa
2.279897361009599,0.7477827132251336,-0.17432561901640115,-0.0271468036978999,Iris-setosa
2.820890682180632,-0.08210451102468032,-0.2642510851906957,-0.05009962506285082,Iris-setosa
2.626481993323821,0.1704053489602898,0.015801510264316088,-0.04628176096650827,Iris-setosa
2.8879585653356363,-0.5707980263315915,-0.02733540611450791,-0.02661541432565595,Iris-setosa
2.673844686719123,-0.10669170375273883,0.19153329973564515,-0.05589096599605303,Iris-setosa
2.5065267893389054,0.6519350136725717,0.0692749958139327,-0.016608247824481115,Iris-setosa
2.613142718271058,0.021520631960258385,-0.10765035324990313,-0.15770456913321151,Iris-setosa
2.787433975997099,-0.2277401888711067,0.2003277880953892,-0.0072350867381164585,Iris-setosa
3.2252004462749824,-0.5032799094854257,-0.06841362917233107,-0.02194666412340751,Iris-setosa
2.643543216941148,1.1861948994134486,0.14450570400963691,0.15698096151652796,Iris-setosa
2.3838693237993773,1.3447543445598626,-0.28373066393977425,0.001926181709666297,Iris-setosa
2.622526203125811,0.8180896745965951,-0.1453159888216174,0.16474079123407648,Iris-setosa
2.6483227324791287,0.31913666775088456,-0.03339425407069779,0.07611821327962509,Iris-setosa
2.1990779614307643,0.8792440880917359,0.11452146479835462,0.025326939656379333,Iris-setosa
2.58734618891774,0.5204736388059684,-0.21957208800082323,-0.06908199117876035,Iris-setosa
2.3105317013131352,0.39786782158889133,0.23369560709797066,-0.01532373956507782,Iris-setosa
2.543234907303697,0.4400317546598155,-0.21483637027967467,0.038439500101118296,Iris-setosa
